position_epd,fen,total_games,covered_games,coverage,moves_json,white_practical_gamble_raw,white_practical_gamble,white_practical_gamble_games,white_practical_gamble_coverage,black_practical_gamble_raw,black_practical_gamble,black_practical_gamble_games,black_practical_gamble_coverage
r2q1rk1/pp2bppp/2npbn2/2p3B1/4P3/2N2N2/PPP1BPPP/R2QR1K1 b - -,r2q1rk1/pp2bppp/2npbn2/2p3B1/4P3/2N2N2/PPP1BPPP/R2QR1K1 b - - 5 10,98,98,1.0,"[{""games"":33,""share"":0.336734693877551,""uci"":""h7h6""},{""games"":28,""share"":0.2857142857142857,""uci"":""a7a6""},{""games"":7,""share"":0.07142857142857142,""uci"":""d8c7""},{""games"":6,""share"":0.061224489795918366,""uci"":""c6e5""},{""games"":5,""share"":0.05102040816326531,""uci"":""d8b6""},{""games"":4,""share"":0.04081632653061224,""uci"":""f6d7""},{""games"":3,""share"":0.030612244897959183,""uci"":""b7b6""},{""games"":2,""share"":0.02040816326530612,""uci"":""f6g4""},{""games"":2,""share"":0.02040816326530612,""uci"":""e6g4""},{""games"":2,""share"":0.02040816326530612,""uci"":""b7b5""},{""games"":2,""share"":0.02040816326530612,""uci"":""d6d5""},{""games"":1,""share"":0.01020408163265306,""uci"":""f8e8""},{""games"":1,""share"":0.01020408163265306,""uci"":""d8e8""},{""games"":1,""share"":0.01020408163265306,""uci"":""c5c4""},{""games"":1,""share"":0.01020408163265306,""uci"":""d8a5""}]",0.012785987249853803,0.706021580229725,98,1.0,0.011399287725157525,0.6561782109293421,33,1.0
r2q1rk1/pp2pBbp/6p1/n1p5/3PP1b1/2P1BP2/P3N1PP/R2Q1RK1 b - -,r2q1rk1/pp2pBbp/6p1/n1p5/3PP1b1/2P1BP2/P3N1PP/R2Q1RK1 b - - 0 12,2560,2560,1.0,"[{""games"":2558,""share"":0.99921875,""uci"":""f8f7""},{""games"":2,""share"":0.00078125,""uci"":""g8f7""}]",3.461083301292689e-05,0.00807518273581622,2560,1.0,7.717012632896258e-05,0.00960668290985033,2558,1.0
r2q1rk1/pp2ppbp/1nnp2p1/5b2/2PP1B2/2N2N1P/PP2BPP1/R2Q1RK1 b - -,r2q1rk1/pp2ppbp/1nnp2p1/5b2/2PP1B2/2N2N1P/PP2BPP1/R2Q1RK1 b - - 8 11,272,272,1.0,"[{""games"":72,""share"":0.2647058823529412,""uci"":""d6d5""},{""games"":71,""share"":0.2610294117647059,""uci"":""e7e5""},{""games"":69,""share"":0.2536764705882353,""uci"":""a8c8""},{""games"":15,""share"":0.05514705882352941,""uci"":""f8e8""},{""games"":9,""share"":0.03308823529411765,""uci"":""d8d7""},{""games"":8,""share"":0.029411764705882353,""uci"":""a7a6""},{""games"":7,""share"":0.025735294117647058,""uci"":""c6b4""},{""games"":6,""share"":0.022058823529411766,""uci"":""h7h6""},{""games"":6,""share"":0.022058823529411766,""uci"":""h7h5""},{""games"":4,""share"":0.014705882352941176,""uci"":""c6a5""},{""games"":2,""share"":0.007352941176470588,""uci"":""a7a5""},{""games"":1,""share"":0.003676470588235294,""uci"":""d8c7""},{""games"":1,""share"":0.003676470588235294,""uci"":""e7e6""},{""games"":1,""share"":0.003676470588235294,""uci"":""b6d7""}]",0.014987505346384822,0.7712495649147233,272,1.0,0.006926822898666474,0.4297250261051166,73,1.0
r2q1rk1/pp2ppbp/1nnp2p1/5b2/2PP4/2N2N1P/PP2BPP1/R1BQ1RK1 w - -,r2q1rk1/pp2ppbp/1nnp2p1/5b2/2PP4/2N2N1P/PP2BPP1/R1BQ1RK1 w - - 7 11,3681,3681,1.0,"[{""games"":1198,""share"":0.3254550393914697,""uci"":""c1e3""},{""games"":909,""share"":0.2469437652811736,""uci"":""a2a3""},{""games"":516,""share"":0.1401792991035045,""uci"":""d4d5""},{""games"":231,""share"":0.06275468622656886,""uci"":""c1g5""},{""games"":209,""share"":0.05677804944308612,""uci"":""b2b3""},{""games"":200,""share"":0.05433306166802499,""uci"":""f1e1""},{""games"":146,""share"":0.039663135017658245,""uci"":""c1f4""},{""games"":101,""share"":0.02743819614235262,""uci"":""g2g4""},{""games"":71,""share"":0.019288236892148872,""uci"":""a2a4""},{""games"":38,""share"":0.010323281716924749,""uci"":""f3h4""},{""games"":32,""share"":0.008693289866883998,""uci"":""e2d3""},{""games"":17,""share"":0.004618310241782124,""uci"":""c4c5""},{""games"":3,""share"":0.0008149959250203749,""uci"":""a1b1""},{""games"":2,""share"":0.0005433306166802499,""uci"":""d1b3""},{""games"":2,""share"":0.0005433306166802499,""uci"":""c1d2""},{""games"":1,""share"":0.00027166530834012495,""uci"":""g1h2""},{""games"":1,""share"":0.00027166530834012495,""uci"":""g1h1""},{""games"":1,""share"":0.00027166530834012495,""uci"":""b2b4""},{""games"":1,""share"":0.00027166530834012495,""uci"":""h3h4""},{""games"":1,""share"":0.00027166530834012495,""uci"":""c3d5""},{""games"":1,""share"":0.00027166530834012495,""uci"":""g2g3""}]",0.012638414816417587,0.7018447615732684,516,1.0,0.022927204078659558,0.9,3681,1.0
r2q1rk1/pp2ppbp/2n3p1/2p5/2BPP1b1/2P1B3/P3NPPP/R2Q1RK1 w - -,r2q1rk1/pp2ppbp/2n3p1/2p5/2BPP1b1/2P1B3/P3NPPP/R2Q1RK1 w - - 6 11,13790,13790,1.0,"[{""games"":13716,""share"":0.9946337926033357,""uci"":""f2f3""},{""games"":16,""share"":0.001160261058738216,""uci"":""h2h3""},{""games"":15,""share"":0.0010877447425670776,""uci"":""d4d5""},{""games"":9,""share"":0.0006526468455402465,""uci"":""a1b1""},{""games"":9,""share"":0.0006526468455402465,""uci"":""d1d2""},{""games"":5,""share"":0.00036258158085569254,""uci"":""f2f4""},{""games"":5,""share"":0.00036258158085569254,""uci"":""e4e5""},{""games"":3,""share"":0.00021754894851341551,""uci"":""c4d5""},{""games"":3,""share"":0.00021754894851341551,""uci"":""d4c5""},{""games"":2,""share"":0.000145032632342277,""uci"":""f1e1""},{""games"":2,""share"":0.000145032632342277,""uci"":""a1c1""},{""games"":1,""share"":7.25163161711385e-05,""uci"":""c4f7""},{""games"":1,""share"":7.25163161711385e-05,""uci"":""a2a4""},{""games"":1,""share"":7.25163161711385e-05,""uci"":""d1b3""},{""games"":1,""share"":7.25163161711385e-05,""uci"":""g2g3""},{""games"":1,""share"":7.25163161711385e-05,""uci"":""d1c2""}]",,,18,1.0,0.005164538311832889,0.31228680821441,13790,1.0
r2q1rk1/pp2ppbp/2n3p1/2p5/2BPP1b1/2P1BP2/P3N1PP/R2Q1RK1 b - -,r2q1rk1/pp2ppbp/2n3p1/2p5/2BPP1b1/2P1BP2/P3N1PP/R2Q1RK1 b - - 0 11,13716,13716,1.0,"[{""games"":7680,""share"":0.5599300087489064,""uci"":""c6a5""},{""games"":3064,""share"":0.22338874307378245,""uci"":""g4d7""},{""games"":2426,""share"":0.1768737241178186,""uci"":""c5d4""},{""games"":374,""share"":0.027267424905220182,""uci"":""g4c8""},{""games"":162,""share"":0.011811023622047244,""uci"":""g4e6""},{""games"":6,""share"":0.0004374453193350831,""uci"":""g4h5""},{""games"":2,""share"":0.00014581510644502772,""uci"":""c6d4""},{""games"":1,""share"":7.290755322251386e-05,""uci"":""a7a6""},{""games"":1,""share"":7.290755322251386e-05,""uci"":""b7b5""}]",0.0048340709309731,0.2892446919596241,13716,1.0,0.003635386630417181,0.20821441002436478,3483,1.0
r2q1rk1/pp2ppbp/2npbnp1/8/4P3/1NN1B3/PPP1BPPP/R2Q1RK1 w - -,r2q1rk1/pp2ppbp/2npbnp1/8/4P3/1NN1B3/PPP1BPPP/R2Q1RK1 w - - 8 10,3278,3278,1.0,"[{""games"":1950,""share"":0.5948749237339841,""uci"":""f2f4""},{""games"":363,""share"":0.11073825503355705,""uci"":""f2f3""},{""games"":358,""share"":0.10921293471629043,""uci"":""d1d2""},{""games"":138,""share"":0.042098840756558877,""uci"":""h2h3""},{""games"":124,""share"":0.037827943868212324,""uci"":""g1h1""},{""games"":93,""share"":0.028370957901159243,""uci"":""b3d4""},{""games"":67,""share"":0.02043929225137279,""uci"":""a2a4""},{""games"":38,""share"":0.011592434411226357,""uci"":""e2f3""},{""games"":25,""share"":0.00762660158633313,""uci"":""a2a3""},{""games"":22,""share"":0.006711409395973154,""uci"":""c3d5""},{""games"":22,""share"":0.006711409395973154,""uci"":""b3d2""},{""games"":19,""share"":0.005796217205613179,""uci"":""f1e1""},{""games"":15,""share"":0.004575960951799878,""uci"":""g2g4""},{""games"":8,""share"":0.0024405125076266015,""uci"":""a1b1""},{""games"":8,""share"":0.0024405125076266015,""uci"":""e2d3""},{""games"":6,""share"":0.0018303843807199512,""uci"":""d1e1""},{""games"":4,""share"":0.0012202562538133007,""uci"":""h2h4""},{""games"":4,""share"":0.0012202562538133007,""uci"":""e3g5""},{""games"":4,""share"":0.0012202562538133007,""uci"":""d1c1""},{""games"":3,""share"":0.0009151921903599756,""uci"":""d1d3""},{""games"":2,""share"":0.0006101281269066504,""uci"":""e2b5""},{""games"":2,""share"":0.0006101281269066504,""uci"":""a1c1""},{""games"":1,""share"":0.0003050640634533252,""uci"":""e4e5""},{""games"":1,""share"":0.0003050640634533252,""uci"":""g2g3""},{""games"":1,""share"":0.0003050640634533252,""uci"":""c3b1""}]",0.0067672337782494485,0.4194918203967978,270,1.0,0.0075377563471054065,0.4647406891750783,3278,1.0
r2q1rk1/pp2ppbp/2npbnp1/8/4PP2/1NN1B3/PPP1B1PP/R2Q1RK1 b - -,r2q1rk1/pp2ppbp/2npbnp1/8/4PP2/1NN1B3/PPP1B1PP/R2Q1RK1 b - - 0 10,2117,2117,1.0,"[{""games"":511,""share"":0.2413793103448276,""uci"":""a8c8""},{""games"":365,""share"":0.1724137931034483,""uci"":""c6a5""},{""games"":297,""share"":0.14029286726499765,""uci"":""a7a6""},{""games"":234,""share"":0.11053377420878602,""uci"":""d8c8""},{""games"":182,""share"":0.08597071327350024,""uci"":""e6b3""},{""games"":152,""share"":0.07179971658006613,""uci"":""a7a5""},{""games"":134,""share"":0.06329711856400567,""uci"":""d6d5""},{""games"":87,""share"":0.0410958904109589,""uci"":""d8d7""},{""games"":38,""share"":0.017949929145016533,""uci"":""f6d7""},{""games"":25,""share"":0.011809163911195087,""uci"":""e6d7""},{""games"":19,""share"":0.008974964572508267,""uci"":""h7h5""},{""games"":18,""share"":0.008502598016060462,""uci"":""d8c7""},{""games"":15,""share"":0.007085498346717053,""uci"":""b7b5""},{""games"":11,""share"":0.0051960321209258385,""uci"":""f6g4""},{""games"":6,""share"":0.002834199338686821,""uci"":""d8a5""},{""games"":5,""share"":0.0023618327822390174,""uci"":""b7b6""},{""games"":2,""share"":0.000944733112895607,""uci"":""d8b8""},{""games"":2,""share"":0.000944733112895607,""uci"":""c6b4""},{""games"":2,""share"":0.000944733112895607,""uci"":""f6e8""},{""games"":2,""share"":0.000944733112895607,""uci"":""h7h6""},{""games"":2,""share"":0.000944733112895607,""uci"":""e6g4""},{""games"":2,""share"":0.000944733112895607,""uci"":""f8e8""},{""games"":1,""share"":0.0004723665564478035,""uci"":""d8b6""},{""games"":1,""share"":0.0004723665564478035,""uci"":""d8e8""},{""games"":1,""share"":0.0004723665564478035,""uci"":""g8h8""},{""games"":1,""share"":0.0004723665564478035,""uci"":""a8b8""},{""games"":1,""share"":0.0004723665564478035,""uci"":""e6c8""},{""games"":1,""share"":0.0004723665564478035,""uci"":""c6e5""}]",0.01254299343307308,0.6983988861816917,2117,1.0,,,15,1.0
r2q1rk1/pp2ppbp/2npbnp1/8/4PP2/1NN1B3/PPP1B1PP/R2QK2R w KQ -,r2q1rk1/pp2ppbp/2npbnp1/8/4PP2/1NN1B3/PPP1B1PP/R2QK2R w KQ - 7 10,416,416,1.0,"[{""games"":221,""share"":0.53125,""uci"":""g2g4""},{""games"":132,""share"":0.3173076923076923,""uci"":""e1h1""},{""games"":46,""share"":0.11057692307692307,""uci"":""e2f3""},{""games"":5,""share"":0.01201923076923077,""uci"":""d1d2""},{""games"":5,""share"":0.01201923076923077,""uci"":""b3d4""},{""games"":2,""share"":0.004807692307692308,""uci"":""a2a3""},{""games"":2,""share"":0.004807692307692308,""uci"":""h2h4""},{""games"":1,""share"":0.002403846153846154,""uci"":""a2a4""},{""games"":1,""share"":0.002403846153846154,""uci"":""b3d2""},{""games"":1,""share"":0.002403846153846154,""uci"":""f4f5""}]",0.01254299343307308,0.6983988861816917,2117,1.0,0.005070890130626893,0.3053950574312565,284,0.6826923076923077
r2q1rk1/pp2ppbp/3p1np1/N4P2/2b1P3/2N1B3/PPP1B1PP/R2Q1RK1 b - -,r2q1rk1/pp2ppbp/3p1np1/N4P2/2b1P3/2N1B3/PPP1B1PP/R2Q1RK1 b - - 0 12,39,39,1.0,"[{""games"":39,""share"":1.0,""uci"":""c4e2""}]",0.0,0.003480682213713888,39,1.0,0.0005127384948213631,0.0330316742081448,39,1.0
r2q1rk1/pp2ppbp/3p1np1/N4P2/4P3/2N1B3/PPP1Q1PP/R4RK1 b - -,r2q1rk1/pp2ppbp/3p1np1/N4P2/4P3/2N1B3/PPP1Q1PP/R4RK1 b - - 0 13,33,33,1.0,"[{""games"":33,""share"":1.0,""uci"":""d8a5""}]",0.0,0.003480682213713888,33,1.0,0.018542360404567804,0.8424991298294465,33,1.0
r2q1rk1/pp2ppbp/3p1np1/N4P2/4P3/2N1B3/PPP1b1PP/R2Q1RK1 w - -,r2q1rk1/pp2ppbp/3p1np1/N4P2/4P3/2N1B3/PPP1b1PP/R2Q1RK1 w - - 0 13,39,39,1.0,"[{""games"":33,""share"":0.8461538461538461,""uci"":""d1e2""},{""games"":6,""share"":0.15384615384615385,""uci"":""a5b7""}]",0.0,0.003480682213713888,33,1.0,0.0005127384948213631,0.0330316742081448,39,1.0
r2q1rk1/pp2ppbp/3p1np1/n4P2/2b1P3/1NN1B3/PPP1B1PP/R2Q1RK1 w - -,r2q1rk1/pp2ppbp/3p1np1/n4P2/2b1P3/1NN1B3/PPP1B1PP/R2Q1RK1 w - - 1 12,103,103,1.0,"[{""games"":39,""share"":0.3786407766990291,""uci"":""b3a5""},{""games"":32,""share"":0.3106796116504854,""uci"":""e2d3""},{""games"":13,""share"":0.1262135922330097,""uci"":""f5g6""},{""games"":4,""share"":0.038834951456310676,""uci"":""g2g4""},{""games"":3,""share"":0.02912621359223301,""uci"":""g1h1""},{""games"":2,""share"":0.019417475728155338,""uci"":""e3d4""},{""games"":2,""share"":0.019417475728155338,""uci"":""b3d2""},{""games"":2,""share"":0.019417475728155338,""uci"":""h2h3""},{""games"":2,""share"":0.019417475728155338,""uci"":""e4e5""},{""games"":2,""share"":0.019417475728155338,""uci"":""b3d4""},{""games"":1,""share"":0.009708737864077669,""uci"":""e2c4""},{""games"":1,""share"":0.009708737864077669,""uci"":""d1e1""}]",0.006527585164271377,0.40135746606334843,32,1.0,0.005584541744760307,0.3404803341454925,103,1.0
r2q1rk1/pp2ppbp/3p1np1/n4P2/2b1P3/1NNBB3/PPP3PP/R2Q1RK1 b - -,r2q1rk1/pp2ppbp/3p1np1/n4P2/2b1P3/1NNBB3/PPP3PP/R2Q1RK1 b - - 2 12,32,32,1.0,"[{""games"":17,""share"":0.53125,""uci"":""c4d3""},{""games"":8,""share"":0.25,""uci"":""a8c8""},{""games"":2,""share"":0.0625,""uci"":""a5b3""},{""games"":2,""share"":0.0625,""uci"":""b7b5""},{""games"":2,""share"":0.0625,""uci"":""a7a6""},{""games"":1,""share"":0.03125,""uci"":""d6d5""}]",0.006527585164271377,0.40135746606334843,32,1.0,,,17,1.0
r2q1rk1/pp2ppbp/3p1np1/n4P2/4P3/1NNPB3/PP4PP/R2Q1RK1 b - -,r2q1rk1/pp2ppbp/3p1np1/n4P2/4P3/1NNPB3/PP4PP/R2Q1RK1 b - - 0 13,17,17,1.0,"[{""games"":11,""share"":0.6470588235294118,""uci"":""a5b3""},{""games"":2,""share"":0.11764705882352941,""uci"":""a5c6""},{""games"":2,""share"":0.11764705882352941,""uci"":""a7a6""},{""games"":1,""share"":0.058823529411764705,""uci"":""f6g4""},{""games"":1,""share"":0.058823529411764705,""uci"":""a8c8""}]",,,17,1.0,,,11,1.0
r2q1rk1/pp2ppbp/3p1np1/n4P2/4P3/1NNbB3/PPP3PP/R2Q1RK1 w - -,r2q1rk1/pp2ppbp/3p1np1/n4P2/4P3/1NNbB3/PPP3PP/R2Q1RK1 w - - 0 13,17,17,1.0,"[{""games"":17,""share"":1.0,""uci"":""c2d3""}]",,,17,1.0,,,17,1.0
r2q1rk1/pp2ppbp/3pbnp1/8/2BBP3/2N2P2/PPPQ2PP/R3K2R w KQ -,r2q1rk1/pp2ppbp/3pbnp1/8/2BBP3/2N2P2/PPPQ2PP/R3K2R w KQ - 1 11,9169,9169,1.0,"[{""games"":4729,""share"":0.5157596248227724,""uci"":""c4e6""},{""games"":3562,""share"":0.3884829316174065,""uci"":""c4b3""},{""games"":562,""share"":0.061293488930090526,""uci"":""c3d5""},{""games"":133,""share"":0.01450539862580434,""uci"":""c4d3""},{""games"":106,""share"":0.011560693641618497,""uci"":""c4e2""},{""games"":49,""share"":0.005344094230559494,""uci"":""c4d5""},{""games"":10,""share"":0.0010906314756243866,""uci"":""e1a1""},{""games"":6,""share"":0.000654378885374632,""uci"":""c4b5""},{""games"":4,""share"":0.0004362525902497546,""uci"":""d4f6""},{""games"":2,""share"":0.0002181262951248773,""uci"":""d2d3""},{""games"":1,""share"":0.00010906314756243865,""uci"":""d2e2""},{""games"":1,""share"":0.00010906314756243865,""uci"":""d4e3""},{""games"":1,""share"":0.00010906314756243865,""uci"":""b2b3""},{""games"":1,""share"":0.00010906314756243865,""uci"":""d4e5""},{""games"":1,""share"":0.00010906314756243865,""uci"":""c4f1""},{""games"":1,""share"":0.00010906314756243865,""uci"":""g2g4""}]",0.004815088120534106,0.28823529411764703,5241,1.0,0.008760327533096746,0.5342151061608075,9159,0.9989093685243756
r2q1rk1/pp2ppbp/3pbnp1/8/3BP3/1BN2P2/PPPQ2PP/R3K2R b KQ -,r2q1rk1/pp2ppbp/3pbnp1/8/3BP3/1BN2P2/PPPQ2PP/R3K2R b KQ - 2 11,5241,5241,1.0,"[{""games"":2858,""share"":0.5453157794314062,""uci"":""d8a5""},{""games"":1000,""share"":0.19080328181644723,""uci"":""e6b3""},{""games"":595,""share"":0.11352795268078611,""uci"":""a7a6""},{""games"":288,""share"":0.05495134516313681,""uci"":""a8c8""},{""games"":284,""share"":0.054188132035871014,""uci"":""a7a5""},{""games"":36,""share"":0.006868918145392101,""uci"":""d8c7""},{""games"":30,""share"":0.005724098454493417,""uci"":""f6d7""},{""games"":30,""share"":0.005724098454493417,""uci"":""d6d5""},{""games"":28,""share"":0.005342491890860523,""uci"":""b7b6""},{""games"":24,""share"":0.0045792787635947334,""uci"":""b7b5""},{""games"":21,""share"":0.004006868918145392,""uci"":""d8d7""},{""games"":18,""share"":0.0034344590726960505,""uci"":""d8c8""},{""games"":7,""share"":0.0013356229727151307,""uci"":""f8e8""},{""games"":6,""share"":0.0011448196908986834,""uci"":""f6h5""},{""games"":4,""share"":0.0007632131272657889,""uci"":""h7h6""},{""games"":3,""share"":0.0005724098454493417,""uci"":""h7h5""},{""games"":3,""share"":0.0005724098454493417,""uci"":""d8b8""},{""games"":2,""share"":0.00038160656363289447,""uci"":""a8b8""},{""games"":1,""share"":0.00019080328181644724,""uci"":""e6d7""},{""games"":1,""share"":0.00019080328181644724,""uci"":""e6c4""},{""games"":1,""share"":0.00019080328181644724,""uci"":""e6c8""},{""games"":1,""share"":0.00019080328181644724,""uci"":""g8h8""}]",0.004815088120534106,0.28823529411764703,5241,1.0,0.01608752076660075,0.7953010790114863,874,0.21899273365071412
r2q1rk1/pp2ppbp/3pbnp1/n4P2/4P3/1NN1B3/PPP1B1PP/R2Q1RK1 b - -,r2q1rk1/pp2ppbp/3pbnp1/n4P2/4P3/1NN1B3/PPP1B1PP/R2Q1RK1 b - - 0 11,112,112,1.0,"[{""games"":103,""share"":0.9196428571428571,""uci"":""e6c4""},{""games"":6,""share"":0.05357142857142857,""uci"":""e6d7""},{""games"":2,""share"":0.017857142857142856,""uci"":""a5c4""},{""games"":1,""share"":0.008928571428571428,""uci"":""a5b3""}]",0.004796049463657304,0.2867386007657501,112,1.0,,,6,1.0
r2q1rk1/pp2ppbp/3pbnp1/n7/4PP2/1NN1B3/PPP1B1PP/R2Q1RK1 w - -,r2q1rk1/pp2ppbp/3pbnp1/n7/4PP2/1NN1B3/PPP1B1PP/R2Q1RK1 w - - 1 11,384,384,1.0,"[{""games"":135,""share"":0.3515625,""uci"":""b3a5""},{""games"":112,""share"":0.2916666666666667,""uci"":""f4f5""},{""games"":56,""share"":0.14583333333333334,""uci"":""b3d4""},{""games"":18,""share"":0.046875,""uci"":""e2f3""},{""games"":16,""share"":0.041666666666666664,""uci"":""e4e5""},{""games"":14,""share"":0.036458333333333336,""uci"":""b3d2""},{""games"":12,""share"":0.03125,""uci"":""g2g4""},{""games"":8,""share"":0.020833333333333332,""uci"":""g1h1""},{""games"":5,""share"":0.013020833333333334,""uci"":""c3d5""},{""games"":4,""share"":0.010416666666666666,""uci"":""d1d2""},{""games"":3,""share"":0.0078125,""uci"":""d1e1""},{""games"":1,""share"":0.0026041666666666665,""uci"":""h2h3""}]",0.0,0.003480682213713888,135,1.0,0.008115154718901008,0.49634528367560043,384,1.0
r2q1rk1/pp2ppbp/4b1p1/n2P4/4P3/3BBP2/P3N1PP/R2Q1RK1 b - -,r2q1rk1/pp2ppbp/4b1p1/n2P4/4P3/3BBP2/P3N1PP/R2Q1RK1 b - - 0 14,2387,2387,1.0,"[{""games"":2220,""share"":0.9300377042312526,""uci"":""g7a1""},{""games"":147,""share"":0.06158357771260997,""uci"":""e6d7""},{""games"":13,""share"":0.005446166736489317,""uci"":""e6d5""},{""games"":2,""share"":0.0008378718056137411,""uci"":""e6c8""},{""games"":2,""share"":0.0008378718056137411,""uci"":""a8c8""},{""games"":1,""share"":0.00041893590280687055,""uci"":""g7b2""},{""games"":1,""share"":0.00041893590280687055,""uci"":""g6g5""},{""games"":1,""share"":0.00041893590280687055,""uci"":""b7b6""}]",0.0008381317316160652,0.04872955099199443,2387,1.0,0.0029632003121209394,0.1683954054994779,2220,1.0
r2q1rk1/pp2ppbp/4b1p1/n7/3PP3/3BBP2/P3N1PP/R2Q1RK1 w - -,r2q1rk1/pp2ppbp/4b1p1/n7/3PP3/3BBP2/P3N1PP/R2Q1RK1 w - - 1 14,5216,5216,1.0,"[{""games"":2380,""share"":0.4562883435582822,""uci"":""d4d5""},{""games"":1393,""share"":0.2670628834355828,""uci"":""d1a4""},{""games"":583,""share"":0.11177147239263803,""uci"":""a1c1""},{""games"":554,""share"":0.10621165644171779,""uci"":""d1d2""},{""games"":128,""share"":0.024539877300613498,""uci"":""a1b1""},{""games"":61,""share"":0.01169478527607362,""uci"":""a2a4""},{""games"":41,""share"":0.00786042944785276,""uci"":""e2f4""},{""games"":18,""share"":0.003450920245398773,""uci"":""e4e5""},{""games"":11,""share"":0.0021088957055214724,""uci"":""a2a3""},{""games"":8,""share"":0.0015337423312883436,""uci"":""f3f4""},{""games"":7,""share"":0.0013420245398773007,""uci"":""h2h4""},{""games"":7,""share"":0.0013420245398773007,""uci"":""g1h1""},{""games"":4,""share"":0.0007668711656441718,""uci"":""h2h3""},{""games"":4,""share"":0.0007668711656441718,""uci"":""d3c2""},{""games"":3,""share"":0.0005751533742331289,""uci"":""d1c2""},{""games"":3,""share"":0.0005751533742331289,""uci"":""d1e1""},{""games"":3,""share"":0.0005751533742331289,""uci"":""e3f2""},{""games"":2,""share"":0.0003834355828220859,""uci"":""d1c1""},{""games"":2,""share"":0.0003834355828220859,""uci"":""e2c3""},{""games"":1,""share"":0.00019171779141104295,""uci"":""f1e1""},{""games"":1,""share"":0.00019171779141104295,""uci"":""d3b5""},{""games"":1,""share"":0.00019171779141104295,""uci"":""e3d2""},{""games"":1,""share"":0.00019171779141104295,""uci"":""g2g4""}]",0.008366530403951966,0.5104072398190045,591,1.0,0.009944018013197664,0.5891750783153498,5216,1.0
